site,code,odd,rate,email,price,post_time,post_date,booking_code_id,slip_result_link,platform_logo_link,result
1xbet:ng,EZR67,3.91,87,support@bettingtipsnet.com,free,11:10:25,2026-05-13,128943170,,0xFF0982EC,
betway:za,BW55A0FCFF,1232.02,65,support@bettingtipsnet.com,premium,11:10:25,2026-05-13,300969628,,0xFF000000,
1xbet:ng,XVS67,57.25,75,support@bettingtipsnet.com,free,11:10:25,2026-05-13,194741199,,0xFF0982EC,
betway:za,BW55A0FCFF,55.85,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,313212499,,0xFF000000,
betbaba,7534790,2.05,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,46485124,,,
betbaba,7535384,2.5,70,support@bettingtipsnet.com,free,11:10:25,2026-05-13,138047743,,,
1xbet:ng,93N67,5.68,75,support@bettingtipsnet.com,free,11:10:25,2026-05-13,288392674,,0xFF0982EC,
paripesa,NUCQ7,41.14,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,72563913,,0xFF05117E,
1xbet:ng,93N67,6.37,85,support@bettingtipsnet.com,free,11:10:25,2026-05-13,264744075,,0xFF0982EC,
paripesa,Y5N67,12.42,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,163275415,,0xFF05117E,
paripesa,T3557,143.75,87,support@bettingtipsnet.com,free,11:10:25,2026-05-13,158424822,,0xFF05117E,
22bet,XH467,1094.89,85,support@bettingtipsnet.com,premium,11:10:25,2026-05-13,184896401,,0xFF064146,
msport,B2L3PRG,667.23,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,133549711,,0xFFFFCA26,
sportybet:ng,MB3JRP,524.24,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,103921,,0xFFFA0909,
msport,B2L3PRG,667.27,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,214276565,,0xFFFFCA26,
22bet,NF7P7,93.12,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,330717692,,0xFF064146,
bet9ja,5DXQCN3,19759.21,80,support@bettingtipsnet.com,premium,11:10:25,2026-05-13,212527237,,0xFF097E36,
football,X8WKJE,12.84,87,support@bettingtipsnet.com,free,11:10:25,2026-05-13,104166806,,,
bet9ja,5DXSZKD,61,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,54671796,,0xFF097E36,
paripesa,99K67,8.39,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,146018608,,0xFF05117E,
bet9ja,5DXNJ5S,42.2,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,63309836,,0xFF097E36,
betjam,R7B67,13.68,87,support@bettingtipsnet.com,free,11:10:25,2026-05-13,213669794,,,
helabet,D4TQ7,3221.02,75,support@bettingtipsnet.com,premium,11:10:25,2026-05-13,13529796,,,
helabet,HNCP7,9.17,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,155725827,,,
helabet,D4TQ7,3221.21,80,support@bettingtipsnet.com,premium,11:10:25,2026-05-13,211110572,,,
betjam,M4267,7.98,55,support@bettingtipsnet.com,free,11:10:25,2026-05-13,135329620,,,
helabet,K9BP7,102.77,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,246243905,,,
bet9ja,5DXNJ5S,50.85,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,179295659,,0xFF097E36,
sportybet:ng,WFZ1WP,15.12,92,support@bettingtipsnet.com,free,11:10:25,2026-05-13,250973551,,0xFFFA0909,
betika:ke,4AnhdH,5.08,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,122663365,,,
sportybet:ng,WFZ1WP,15.29,80,support@bettingtipsnet.com,free,11:10:25,2026-05-13,235263524,,0xFFFA0909,
